"","Tweet","Date","Isretweet","Retweets","Score","Product","City","Country","duplicate"
"811","NOW AIRING: The Oasis Broadcast with Ministers Gaylord &amp; Sherri Henderson from 10am  11am EST  Download The New WR /UfndRyvWoT","2021-06-06 14:01:07",FALSE,0,1,Apple iPhone,NYC,USA,FALSE
"812","iMagic Trick app for the iPhone and Apple Watch - Video applewatch magic /iy4XAKXg03 iphone Watch","2021-06-06 13:59:27",FALSE,0,0,Apple iPhone,NYC,USA,TRUE
"813","RT @BGR: This is the biggest reason iPhone users switch from Apple to Android /7Vn7K6GQZ9","2021-06-06 13:58:23",TRUE,4,0,Apple iPhone,NYC,USA,TRUE
"814","RT @Forbes: New Apple exclusive reveals massive iPhone 13 upgrades /jYuVDeUYP2","2021-06-06 13:54:58",TRUE,50,0,Apple iPhone,NYC,USA,TRUE
"815","RT @Forbes: WhatsApp suddenly gives 2 billion users a reason to stay /XibMksyBNT","2021-06-06 13:50:50",TRUE,35,0,Apple iPhone,NYC,USA,TRUE
"816","RT @Forbes: Straight Talking Cyber on what to expect in iOS 15 at Apple's WWDC on June 7 /icgBf2qomb","2021-06-06 13:49:36",TRUE,8,0,Apple iPhone,NYC,USA,TRUE
"817","RT @BananShit: hey if any of you have apple pay or a iPhone and are available i can draw you something for $30 USD if you want just dm me","2021-06-06 13:47:34",TRUE,5,1,Apple iPhone,NYC,USA,FALSE
"818","RT @Forbes: Straight Talking Cyber on what to expect in iOS 15 at Apple's WWDC on June 7 /icgBf2qomb","2021-06-06 13:44:57",TRUE,8,0,Apple iPhone,NYC,USA,TRUE
"819","RT @BGR: This is the biggest reason iPhone users switch from Apple to Android /7Vn7K6GQZ9","2021-06-06 13:42:32",TRUE,4,0,Apple iPhone,NYC,USA,TRUE
"820","MicSwap MultiTrack is here! MULTI-TRACK recording + mic modeler app for iPhone/iPad/Desktop. /gF6WpiBoJk","2021-06-06 13:40:20",FALSE,0,0,Apple iPhone,NYC,USA,FALSE
"821","RT @Forbes: Why you should stop using your Facebook Messenger app /5bCV7yZqBc","2021-06-06 13:38:49",TRUE,44,0,Apple iPhone,NYC,USA,FALSE
"822","RT @BGR: This is the biggest reason iPhone users switch from Apple to Android /7Vn7K6GQZ9","2021-06-06 13:35:48",TRUE,4,0,Apple iPhone,NYC,USA,TRUE
"823","This is the biggest reason iPhone users switch from Apple to Android /7Vn7K6GQZ9","2021-06-06 13:32:01",FALSE,4,0,Apple iPhone,NYC,USA,FALSE
